UID,Text,Parent UID,Parent Text,Hierarchy Path
"hhPU-Ivxf","When I log in as an admin, then there must be no validation on rescheduling, and I must be able to reschedule any appointment any number of times and at any time. #Manual","Bs7E8JyHn","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reschedule Tab > Screen 1 > Test Cases > When I log in as an admin, then there must be no validation on rescheduling, and I must be able to reschedule any appointment any number of times and at any time. #Manual"
"mFQhfVmZ_","When I click on the Reminder tab, then I must view the Email and SMS templates of Appointment Reminder which a user will receive after the appointment is scheduled. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I click on the Reminder tab, then I must view the Email and SMS templates of Appointment Reminder which a user will receive after the appointment is scheduled. #Manual"
"CbxJq89Ie","When I click on the ""Edit"" button, then I must be able to edit the subject and body of the Reminder email template. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I click on the ""Edit"" button, then I must be able to edit the subject and body of the Reminder email template. #Manual"
"9PhhqI2TQ","When I edit the subject and body of the Reminder email template using only available keywords, then the system must accept and save the changes. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I edit the subject and body of the Reminder email template using only available keywords, then the system must accept and save the changes. #Manual"
"NhPnVhErC","When I use available keywords in the template and schedule an appointment, then the correct data must be sent to the client in place of keywords (e.g., Client_full_name, provider_full_name, date, time) in the appointment reminder. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I use available keywords in the template and schedule an appointment, then the correct data must be sent to the client in place of keywords (e.g., Client_full_name, provider_full_name, date, time) in the appointment reminder. #Manual"
"jWXorTJik","When I go to email and check the Appointment Reminder email, then the email must be sent in the set email template format. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I go to email and check the Appointment Reminder email, then the email must be sent in the set email template format. #Manual"
"CZDOZD3ZW","When I edit the email template again, then the Appointment Reminder email sent to the user must be in the set format. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I edit the email template again, then the Appointment Reminder email sent to the user must be in the set format. #Manual"
"O64H8OpY_","When I click on edit and pass invalid keywords in the Reminder template, then only available keywords must be treated as keywords and others must be shown as normal text. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I click on edit and pass invalid keywords in the Reminder template, then only available keywords must be treated as keywords and others must be shown as normal text. #Manual"
"1o2KP13qK","When I select an option from the ""Select Action"" dropdown to specify the number of hours prior to the appointment a client receives a Primary and Secondary Appointment Reminder, then the appointment settings must be updated and a confirmation message must be shown. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I select an option from the ""Select Action"" dropdown to specify the number of hours prior to the appointment a client receives a Primary and Secondary Appointment Reminder, then the appointment settings must be updated and a confirmation message must be shown. #Manual"
"Y890eXhAy","When I select ""Disable"" for both reminders, then the client must not receive any reminders before appointments. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I select ""Disable"" for both reminders, then the client must not receive any reminders before appointments. #Manual"
"D1Z1tnf1d","When I disable the primary reminder, then only the secondary reminder must be sent to the client. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I disable the primary reminder, then only the secondary reminder must be sent to the client. #Manual"
"GQaV0cPJp","When I disable the secondary reminder, then only the primary reminder must be sent to the client. #Manual","3-bfb_qRv","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Appointment Settings > Appointment Reminder Tab > Screen 1: > Test Cases > When I disable the secondary reminder, then only the primary reminder must be sent to the client. #Manual"
"2aIAZCJjz","When I view the special test cards, all special test cards must be displayed correctly. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I view the special test cards, all special test cards must be displayed correctly. #Manual"
"alNf6L6kK","When I access special test content, all content and images must be fetched from the backend. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I access special test content, all content and images must be fetched from the backend. #Manual"
"vDA4K-HIg","When I click the ""View Details"" button on a special test card, the corresponding details must be displayed. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I click the ""View Details"" button on a special test card, the corresponding details must be displayed. #Manual"
"mP0fagOUV","When I click the ""Add Test"" button, a new special test must be added. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I click the ""Add Test"" button, a new special test must be added. #Manual"
"eUgnOWSAn","When I add a new special test, the sides must be pre-populated correctly. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I add a new special test, the sides must be pre-populated correctly. #Manual"
"njbnqvGsP","When I make changes in configuration, the changes must reflect in Medical Records (MR) and Performance Records (PR). #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I make changes in configuration, the changes must reflect in Medical Records (MR) and Performance Records (PR). #Manual"
"XfJ-d2IFP","When I edit the test name, the new name must be saved correctly. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I edit the test name, the new name must be saved correctly. #Manual"
"ZqC1nCXJt","When I add or remove sides while editing a special test, the changes must be saved correctly. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I add or remove sides while editing a special test, the changes must be saved correctly. #Manual"
"UMl0lE_vZ","When I edit a special test, the changes must reflect in MR and PR. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I edit a special test, the changes must reflect in MR and PR. #Manual"
"4Uizq8Hwm","When I click ""Remove"" on a special test, a confirmation pop-up must appear. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I click ""Remove"" on a special test, a confirmation pop-up must appear. #Manual"
"pD8Eb7oX7","When I confirm removal of a special test, the test must be deleted. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I confirm removal of a special test, the test must be deleted. #Manual"
"3aut2EpL-","When I edit special tests in Chart Note Settings, the updated tests must be reflected in the list for MR and PR. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I edit special tests in Chart Note Settings, the updated tests must be reflected in the list for MR and PR. #Manual"
"6W50imZu9","When a special test is not edited in MR or PR, the previous version must be displayed. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When a special test is not edited in MR or PR, the previous version must be displayed. #Manual"
"zYjeb5lSP","When I complete a SOAP note with updated or removed special tests, a pop-up must appear showing the changes. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I complete a SOAP note with updated or removed special tests, a pop-up must appear showing the changes. #Manual"
"qQ3nST9s-","When the ""Information Updated"" pop-up appears, it must display correct details for special tests. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When the ""Information Updated"" pop-up appears, it must display correct details for special tests. #Manual"
"YjK3W2cSb","When I edit a special test, the updated test must appear in the list for MR and PR. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I edit a special test, the updated test must appear in the list for MR and PR. #Manual"
"HU7QPOqPY","When a SOAP note is completed, special tests from the completed note must be carried forward to a new SOAP note. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When a SOAP note is completed, special tests from the completed note must be carried forward to a new SOAP note. #Manual"
"-yXlTM-Z2","When I complete a new SOAP note, updated or removed special tests must be displayed in the pop-up message. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I complete a new SOAP note, updated or removed special tests must be displayed in the pop-up message. #Manual"
"KEYqZaXYo","When a special test is removed in Chart Notes Settings, it must be excluded from the new SOAP note. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When a special test is removed in Chart Notes Settings, it must be excluded from the new SOAP note. #Manual"
"6MR58pAFy","When a pop-up message appears for updated or removed special tests, the content must be correct. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When a pop-up message appears for updated or removed special tests, the content must be correct. #Manual"
"SRjHKzOTE","When I import a SOAP note with special tests into a new SOAP note, the import must succeed and include valid tests. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I import a SOAP note with special tests into a new SOAP note, the import must succeed and include valid tests. #Manual"
"jq6q-z0Tw","When a SOAP note is imported, the system must track changes to special tests during the import process. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When a SOAP note is imported, the system must track changes to special tests during the import process. #Manual"
"pJAgHX1oH","When I complete a SOAP note with invalid or outdated special tests, a pop-up message must appear showing the issue. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I complete a SOAP note with invalid or outdated special tests, a pop-up message must appear showing the issue. #Manual"
"2ZwsteC2o","When invalid special tests are removed, valid special tests must remain in the new SOAP note. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When invalid special tests are removed, valid special tests must remain in the new SOAP note. #Manual"
"0HbJrbxoT","When previous SOAP notes are not edited, they must remain unchanged. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When previous SOAP notes are not edited, they must remain unchanged. #Manual"
"DeEy_-13p","When I edit a completed SOAP note with invalid or outdated special tests, the system must handle the invalid tests correctly. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When I edit a completed SOAP note with invalid or outdated special tests, the system must handle the invalid tests correctly. #Manual"
"EB6V8-_H7","When special tests are valid, no tests must be removed from the SOAP note. #Manual","vL5iRNS0l","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Special Tests > Screen 1: > Test Cases > When special tests are valid, no tests must be removed from the SOAP note. #Manual"
"Zw8SZHMky","When I view the ""CPT Codes"" tab for a body part, all associated CPT codes must be displayed. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When I view the ""CPT Codes"" tab for a body part, all associated CPT codes must be displayed. #Manual"
"vOxsPrzVG","When I click the ""Add CPT Code"" button, a new CPT code must be added successfully. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When I click the ""Add CPT Code"" button, a new CPT code must be added successfully. #Manual"
"UxxtEM8VN","When a new CPT code is added, it must be reflected in Medical Records (MR) and Performance Records (PR). #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a new CPT code is added, it must be reflected in Medical Records (MR) and Performance Records (PR). #Manual"
"XWh5L8qzv","When I edit a CPT code, the updated details must be saved correctly. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When I edit a CPT code, the updated details must be saved correctly. #Manual"
"4cjEHeZt_","When a CPT code is edited, the changes must be updated in MR and PR. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code is edited, the changes must be updated in MR and PR. #Manual"
"cD1o0_0Fr","When I click the ""Remove"" button on a CPT code, the code must be removed. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When I click the ""Remove"" button on a CPT code, the code must be removed. #Manual"
"ke9D9wLeL","When a CPT code is removed, it must no longer be available in MR. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code is removed, it must no longer be available in MR. #Manual"
"_9xhKjfCj","When a new SOAP note is created, all CPT codes from the most recently completed SOAP note must be carried forward. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a new SOAP note is created, all CPT codes from the most recently completed SOAP note must be carried forward. #Manual"
"8a_Zj8S4x","When a CPT code is removed in a new SOAP note, it must not be carried forward to subsequent notes. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code is removed in a new SOAP note, it must not be carried forward to subsequent notes. #Manual"
"G4-jDnEbV","When a CPT code name is edited, the new name must be displayed in the new SOAP note. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code name is edited, the new name must be displayed in the new SOAP note. #Manual"
"H_gxhm26_","When a CPT code name is edited, previous SOAP notes must remain unaffected. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code name is edited, previous SOAP notes must remain unaffected. #Manual"
"GL5CyBwEG","When a CPT code is deleted, it must remain in previous SOAP notes as originally added. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code is deleted, it must remain in previous SOAP notes as originally added. #Manual"
"S0F7jPUD-","When a CPT code is removed in Chart Notes Settings, it must not be carried forward to new SOAP notes. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a CPT code is removed in Chart Notes Settings, it must not be carried forward to new SOAP notes. #Manual"
"C7O-mZMKh","When an edited CPT code is added or viewed in a new SOAP note, the updated name must be displayed. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When an edited CPT code is added or viewed in a new SOAP note, the updated name must be displayed. #Manual"
"Er64uC6N8","When a previously completed SOAP note is edited, invalid carried-forward CPT codes due to Chart Notes Settings changes must be handled correctly. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a previously completed SOAP note is edited, invalid carried-forward CPT codes due to Chart Notes Settings changes must be handled correctly. #Manual"
"YeXPeC7vQ","When a new SOAP note is created, valid CPT codes must be carried forward. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a new SOAP note is created, valid CPT codes must be carried forward. #Manual"
"66SWksMtR","When CPT codes in a completed SOAP note exist, they must remain unchanged even if edited or deleted in Chart Notes Settings. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When CPT codes in a completed SOAP note exist, they must remain unchanged even if edited or deleted in Chart Notes Settings. #Manual"
"jWrW40ivI","When a previously completed SOAP note is edited and invalid CPT codes are detected, the system must handle them correctly. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a previously completed SOAP note is edited and invalid CPT codes are detected, the system must handle them correctly. #Manual"
"22Ah8kqCj","When a previously completed SOAP note is edited, valid CPT codes must remain intact. #Manual","VOzJlPf2i","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > Chart Notes Settings > Cpt Codes > Screen 1 > Test Cases > When a previously completed SOAP note is edited, valid CPT codes must remain intact. #Manual"
"qczBOiIhH","**Test:: **When I complete payment for the bundle pack, all sessions within the pack, whether booked or not, must be marked as ""Paid.""#Manual","WTpodMWwp","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Scheduling > Appointment View Deatls > PT Pay now button > Screen:1 > Screen:3 > Test cases > **Test:: **When I complete payment for the bundle pack, all sessions within the pack, whether booked or not, must be marked as ""Paid.""#Manual"
"M2aZZp6FN","**Test:: **When payment is successfully completed for the bundle pack, a single Receipt must be generated covering all sessions.#Manual","WTpodMWwp","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Scheduling > Appointment View Deatls > PT Pay now button > Screen:1 > Screen:3 > Test cases > **Test:: **When payment is successfully completed for the bundle pack, a single Receipt must be generated covering all sessions.#Manual"
"ggUkrExQP","**Test:: **When I complete payment for the bundle pack, the ""Pay Now"" button must no longer be displayed for any session in the pack.#Manual","WTpodMWwp","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Scheduling > Appointment View Deatls > PT Pay now button > Screen:1 > Screen:3 > Test cases > **Test:: **When I complete payment for the bundle pack, the ""Pay Now"" button must no longer be displayed for any session in the pack.#Manual"
"8BSLdA29u","**Test:: **When I check the status of sessions in a bundle pack after payment, all sessions must display the status as ""Paid.""#Manual","WTpodMWwp","Test cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Scheduling > Appointment View Deatls > PT Pay now button > Screen:1 > Screen:3 > Test cases > **Test:: **When I check the status of sessions in a bundle pack after payment, all sessions must display the status as ""Paid.""#Manual"
"mjTJlXeyr","When I search for a product using the product name, the matching products must be displayed. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I search for a product using the product name, the matching products must be displayed. #Manual#Automated"
"EOfomu36b","When no products match the search, an appropriate message must be displayed. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When no products match the search, an appropriate message must be displayed. #Manual#Automated"
"NrNQ2DYnG","When I click the X symbol in the search bar, the search must reset and display all products. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I click the X symbol in the search bar, the search must reset and display all products. #Manual#Automated"
"G_BPwOqMk","When I clear the search using backspace, the search must reset and display all products. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I clear the search using backspace, the search must reset and display all products. #Manual#Automated"
"ZIrCPHhix","When I click the ""Quantity Available"" header, the product list must sort accordingly. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I click the ""Quantity Available"" header, the product list must sort accordingly. #Manual#Automated"
"V_ux5orIp","When I click the ""Product Name"" header, the product list must sort alphabetically. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I click the ""Product Name"" header, the product list must sort alphabetically. #Manual#Automated"
"iRgUvmEEa","When I click the ""Add Product"" button, the ""Add Product"" page must open. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I click the ""Add Product"" button, the ""Add Product"" page must open. #Manual#Automated"
"sNSD4FT6K","When I submit the ""Add Product"" form with mandatory fields empty, validation messages must appear. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I submit the ""Add Product"" form with mandatory fields empty, validation messages must appear. #Manual#Automated"
"f-53tehm-","When I select a discount type, the ""Discount Type"" dropdown behavior must be correct. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I select a discount type, the ""Discount Type"" dropdown behavior must be correct. #Manual#Automated"
"MTnLIo41z","When I enter a percentage for ""Percentage of Retail Price,"" validation must apply correctly. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I enter a percentage for ""Percentage of Retail Price,"" validation must apply correctly. #Manual#Automated"
"Ce75DOagA","When I enter a value in ""Discount Price,"" validation must apply correctly. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I enter a value in ""Discount Price,"" validation must apply correctly. #Manual#Automated"
"w9rwRYm-5","When I add a product with a discount, the ""Sale Price"" must calculate correctly and be disabled for editing. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I add a product with a discount, the ""Sale Price"" must calculate correctly and be disabled for editing. #Manual#Automated"
"SF-6RwUPt","When I upload a file in the product form, the file must upload successfully. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I upload a file in the product form, the file must upload successfully. #Manual#Automated"
"MgpLceJh_","When I submit a valid product, it must be added and displayed in the product list. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I submit a valid product, it must be added and displayed in the product list. #Manual#Automated"
"5U7Y58ay7","When I view product details, the ""View Product Details"" page must display correct information. #Manual#Automated","B47JEP3IY","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Inventory > Screen 1: > Test Cases > When I view product details, the ""View Product Details"" page must display correct information. #Manual#Automated"
